,Snippet,Sentiment
239,Me and my friend went to Starbucks to get a pumpkin spice latte so we could be christened white girls BUT THEY ONLY DO THEM IN AUTUMN DANG,neutral
240,@StarbucksUK buh byeee #eggnog #latte till next year.... ,neutral
241,"RT @AmericanIndian8: Starbucks, Wake Up and Smell the Coffee: Palm Oil Is Destroying Our Planet goo.gl/JnoCwX #INDIGENOUS pic.twitter.com/3ytoM9CyPY",neutral
242,RT @USAvsSPAIN: USA GO TO STARBUCKS vs SPANISH IRSE DE CAFELITO pic.twitter.com/LlosaB3E7b,neutral
243,"RT @iainbyrne: Starbucks, Wake Up and Smell the Coffee: Palm Oil Is Destroying Our Planet ecowatch.com/2015/12/18/sta� via @ecowatch",neutral
244,"RT @iainbyrne: Starbucks, Wake Up and Smell the Coffee: Palm Oil Is Destroying Our Planet ecowatch.com/2015/12/18/sta� via @ecowatch",neutral
245,This worship song is playing in the background in Starbucks. How cool is that?! fb.me/52iyrwXMw,neutral
246,@CarrieHFletcher I had the same thing happen!Have a free item whilst we apologise for... Giving you a free item! 10 points to Starbucks ,neutral
247,Thanks for filling my ice latte up too full Starbucks barista; it's now all over my coat ,neutral
248,in a central london starbucks on new years eve applying for jobs in cardiff bay for 2016 ? ?? pic.twitter.com/NLC3h2zx4z,neutral
249,"Starbucks, Wake Up and Smell the Coffee: Palm Oil Is Destroying Our Planet ecowatch.com/2015/12/18/sta� via @ecowatch",neutral
250,They sell wine at this Starbucks ... #onit (@ Starbucks in London) swarmapp.com/c/aGQmwEabgAi,neutral
251,RT @lilysoutter: It's #Giveaway time! #RT & #Follow us to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp pic.twitter.com/9dEcRdK4t9 yehy,neutral
252,I left a Starbucks ice tea cup for like 2 weeks and the mould ATE THROUGH THE PLASTIC.,neutral
253,"@StarbucksUK you realise this is not a thing, right? Char Sui is roast pork. Not a cooking style. #racialist pic.twitter.com/xgEkAfofUy",neutral
254,RT @lilysoutter: It's #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ?? pic.twitter.com/Yj2yr8zwFm,neutral
255,@MechaGamezilla Very comfortable. They also had a Starbucks right at the door - but still no cable car. The search continues.,neutral
256,"RT @AmericanIndian8: Starbucks, Wake Up and Smell the Coffee: Palm Oil Is Destroying Our Planet goo.gl/JnoCwX #INDIGENOUS pic.twitter.com/3ytoM9CyPY",neutral
257,RT @AttractionsOOTL: What are these people in line for? #Disney #Starbucks #coffee pic.twitter.com/uH3UTcb4WL,neutral
258,Drive-thru Starbucks planned for Bangor city centre bit.ly/1R0DcN2 pic.twitter.com/aAYCSuoZKa,neutral
259,RT @Ne0nnet: As a customer AND UK citizen... C'mon @BootsUK @AmazonUK @StarbucksUK @google !! (and @VodafoneUK @Topshop !!) pic.twitter.com/PXfX0KoRl4,neutral
260,A trip to Starbucks isn't complete without a picture of your drink. Thankyou for a lovely hour or� instagram.com/p/_9naS_Jc3B/,positive
261,I fancy a Starbucks tbh,neutral
262,Starbucks Shift Supervisor - JarrowJob Description - Engaging and connecting with customers ensuring your actions... fb.me/2sbmhwoAo,neutral
263,Bring all your dogs to starbucks linwood drive through,neutral
264,Being all your dogs to starbucks linwood drive through,neutral
265,Starbucks Liverpool Mug England Royal Liver Building Mersey Ferry Icon US Ship #Starbucks pinterest.com/pin/2131469948�,neutral
266,Gingerbread latte in a Starbucks mug with a straw pic.twitter.com/VnEPx3zopU,neutral
267,"RT @TraffordGolf: The Range and Starbucks close today at 6pm. Back open again tomorrow at 12pm, come whack some balls to clear your head! Happy New Year!!!",positive
268,"@StarbucksUK this was after I'd Topped my Reward Card up as well, to say I'm disappointed is an understatement! Terrible service @Starbucks",negative
269,RT @ziampleasure: thanks @Starbucks pic.twitter.com/UzNV9iJ6d9,neutral
270,"@StarbucksUK Emailed to say You hadn't seen me for a while, went to both stores at Trafford Centre & told you'd Sold Out of Cold drinks 1of2",neutral
271,"The Range and Starbucks close today at 6pm. Back open again tomorrow at 12pm, come whack some balls to clear your head! Happy New Year!!!",positive
272,I've never been inside a starbucks,neutral
273,"RT @Starbucks: A negroni is a classic cocktail that becomes ~next level~ when you add a splash of coffee + a hint of orange.
amp.twimg.com/v/eb1be1e6-478�",neutral
274,Sat in Starbucks with Cinderella from #CinderellaMCR @PalaceAndOpera almost show time! Yay!! #BigKid,positive
275,RT @TheComedyPolls: Has Starbucks gotten your name wrong?,neutral
276,Well that was a warm welcome Birmingham! Got absolutely soaked in a downpour. Now having Starbucks to warm me up :),neutral
277,@BarrageSwires costa pfft Starbucks is calling for talent like mine,neutral
278,"There's a Starbucks there as well. What's the drink everyone raves about so I can judge for myself.
Gingerbread latte or something?",neutral
279,"My birthday presents ??
Thanks mom #autism #autistic #sweet16th #bunny #starbucks @ Starbucks UK instagram.com/p/_9lMKEIo-q/",neutral
280,Here is my #2015bestnine #starbucks #friends #moon #spotify #exeter #christmas instagram.com/p/_9k3E3O538/,neutral
281,For Sale: Teddy Bears Limited Edition Starbucks rssdata.net/D8SsY7 #uk #teddybears pic.twitter.com/ONVEBYDG8W,neutral
282,Thanks for the free Nutella cookie today @StarbucksUK - making errors in email #marketing must have cost you �,neutral
283,"@Lawrence_Jones @glynmoody Amazon, Google, Twitter, Boots, Vodafone, Starbucks 1 in 4 UK corporates pay no tax dailymail.co.uk/news/article-2� IDIOT",negative
284,#2015bestnine #starbucks #exeter #christmas #moon #spotify instagram.com/p/_9kodlO53J/,neutral
285,"I had a dream that me, my mum, my friend and her brother went to Starbucks but we ended up at tesco and it was a train station",neutral
286,RT @lilysoutter: It's #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ?? pic.twitter.com/9DXC4oNHed,neutral
287,RT @Adweek: Why @Starbucks sold out of those $200 Swarovski gift cards: adweek.it/1YR0gCd pic.twitter.com/CznWuGiYd2,neutral
288,@GoDizzyGo Happy new year from Starbucks ,positive
289,Soya hot chocolate from Starbucks is heavenly,neutral
290,I'm at @StarbucksUk in Glasgow swarmapp.com/c/5i7SVbu2Mqx,neutral
291,RT @lilysoutter: It's #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ?? pic.twitter.com/9DXC4oNHed,neutral
292,RT @lilysoutter: It's #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ?? pic.twitter.com/sVQQBOFcwQ,neutral
293,i temporarily fell in love w a guy in starbucks today ,positive
294,If there are ice cream trucks in the summer why aren't there Starbucks trucks in the winter???,neutral
295,"I'm at @StarbucksUk in Great Yarmouth, Norfolk swarmapp.com/c/8uSrJjp4AcS",neutral
296,The barista who spelled my name right at @StarbucksUK. #PeopleWhoMadeMyYear,neutral
297,Finally having @StarbucksUK with my beautiful sis,positive
298,Drink so much coffee so I thought why not! #starbucks #travelmug #lattee instagram.com/p/_9jvJUO50u/,neutral
299,"@DavidJo52951945 @Miguelencasa why not get Amazon, Boots, Morgan Stanley, J P Morgan, Starbucks to pay tax in the UK?",neutral
300,Sunny view of the #MidlandHotel #RainyDay #Starbucks #Manchester instagram.com/p/_9jdbQvLqS/,neutral
301,Vanilla hot chocolate. Mmmmm gotta love Starbucks,positive
302,RT @ddlovato: Just tried to buy the remaining Holiday Spice inventory from the @starbucks next to my house but there was barely any left... ,positive
303,"Keep your anxiety levels high by constantly asking 'You are still doing the Christmas blend, right? YES?' every time you go to @StarbucksUK",neutral
304,RT @Go1DenUpdates: When you accidentally look like a model while getting Starbucks @Harry_Styles pic.twitter.com/SDgGGys9Gs,neutral
305,RT @Go1DenUpdates: When you accidentally look like a model while getting Starbucks @Harry_Styles pic.twitter.com/SDgGGys9Gs,neutral
306,"'Relaxed skinny... sounds like a starbucks drink. Yes, barrista, I'll have a relaxed skinny with syrup' - Overheared while looking at jeans",neutral
307,"endless coffee in starbucks, @allxxapologies pic.twitter.com/gNVz4OaGaq",neutral
308,"I want Starbucks, but don't want to go out in the rain.",neutral
309,@adm_bn such culture wow. my bag is just full of receipts from starbucks & kfc,positive
310,@Starbucks why don't you guys have iced chai lattes in Wales?????,neutral
311,RT @deegeemariegift: #elsa #Frozen #letitgo #disney #disneyside #disneybound #coffee etsy.com/listing/259963� #etsymntt #Starbucks #epcot pic.twitter.com/JfBH3DWqcn,neutral
312,RT @lilysoutter: It's #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ?? pic.twitter.com/Yj2yr8zwFm,neutral
313,"Like every generic Starbucks loving white girl, I am so fucking done right now",positive
314,RT @DPBusinessWales: Coffee giant @Starbucks wants cafe in #bangor city centre bit.ly/1TrQ2S6 pic.twitter.com/98Y2jPTZyi,neutral
315,Thank you @Starbucks for failing to deliver everyday coffee drinks in England #nosoy #nosleeves #noblonderoast,positive
316,RT @molly_maywatson: They've run out of toffee nut latte in Starbucks and I'm feeling quite emotionally unstable rn,neutral
317,I love starbucks,positive
318,RT @Ne0nnet: As a customer AND UK citizen... C'mon @BootsUK @AmazonUK @StarbucksUK @google !! (and @VodafoneUK @Topshop !!) pic.twitter.com/PXfX0KoRl4,neutral
319,@StarbucksUK (and I got soaked walking between them! Not happy!),negative
320,@StarbucksUK Northampton TC seem to be struggling for choice too...,neutral
321,"Out of coffee choice, paper cups only, filthy cafe. Never seen Northampton SJ @StarbucksUK like it. What's going on? pic.twitter.com/BUrRkngeBV",neutral
322,Last @starbucksuk of 2015 for me and the lovely barista have me a smiley face on my cup! Woo! instagram.com/p/_9gcpCjO38/,positive
323,How has Starbucks & Pret ran out of ham & cheese croissants #disappointing,negative
324,MC - Starbucks soon please hehe bawas bisyo na BAWAS CUT NA!! Love u always ,positive
325,When yo in Starbucks and u get a cold drink and your coughing ur guts out lolllll,neutral
326,I'm at Starbucks in Trowbridge swarmapp.com/c/gTeBs93RYfQ pic.twitter.com/wUhlZKiQuh,neutral
327,@PeripateNic maybe if I had a kind boyfriend (cough @nialldumigan cough) he'd bring me round food and maybe a Starbucks,neutral
328,@pchavda @StarbucksUK @Starbucks it was disgusting u could taste it before it even settled so I stopped having it ,negative
329,"I seem to be in Starbucks for a second time today .., don�t worry this won�t happen again",neutral
330,Meant 2 be a caramel latte + cream from @starbucksuk no cream no caramel half a cup help me @CostaCoffee pic.twitter.com/ZF2l35ruiy,neutral
331,"some ramdom lady just been chatting me up in starbucks, isn't it supposed to be the other way around? Well I am flattered ",neutral
332,"@_CaffeNero poor guy on deansgate is on his own, looking a bit like Starbucks. Grubby, Empty pots etc pic.twitter.com/Fsov7KLG7K",neutral
333,The music in Starbucks reminds me of the Sims,neutral
334,Fell in love in Starbucks pic.twitter.com/kYofkFZOuw,positive
335,@rascottdotcom charge them 600Dhs and make em a coffee... Starbucks seem to get away with it!,neutral
336,"@miyukixrinn nooo! :'( along with pumpkin spice latte, it's my fave starbucks drink :)",neutral
337,RT @ILoveBangorAye: Starbucks planned for Bangor city centre dailypost.co.uk/business/busin� pic.twitter.com/7xvV7tNS7Y,neutral
338,ift.tt/22AqY1o #Deals #Books Bernard Cornwell The Starbucks Chronicles Lot Vol 1-4 Pb Rebel Battle Flag Used,neutral
339,i love u!!! why were we late bc we went to STARBUCKS I hate us twitter.com/xyasii/status/�,neutral
340,"RT @TheJohnJohnShow: I saw a guy today at Starbucks. He had no iPhone, tablet or laptop. He just sat there drinking his coffee. Like some sort of fucking lunatic",neutral
341,A woman in Starbucks is eating a shortbread biscuit with a spoon. What a gimp.,neutral
342,Omg the rhinestone Starbucks mug I want is �86,neutral
343,"RT @thepyre: Please, help keep our club alive. We are only asking for �2. That's less than a coffee at Starbucks! @manc_phoenix crowdfunding.justgiving.com/saveourphoenix",neutral
344,Top 7 World�s Coolest Starbucks Locations - PPcorn apple.news/AePLjULtgOWucS�,neutral
345,"Why Starbucks Sold Out of Those $200 Swarovsky Gift Cards - ""Just handling it makes you feel really special,"" s... ow.ly/39ARyx",neutral
346,this starbucks mug looks like the night sky pic.twitter.com/eSipU6UZQg,neutral
347,Put another log on the fire and brew up a delicious pot of #StarbucksUK Christmas blend coffee to bring in the New Year.,positive
348,Put another log on the fire and brew up a delicious pot of #StarbucksUK Christmas blend coffee to bring in the New Year.,positive
349,That awkward moment when you're in Starbucks with your friends and some fit people sit next to you ,neutral
350,Starbucks full of MacBooks,neutral
351,"Please, help keep our club alive. We are only asking for �2. That's less than a coffee at Starbucks! @manc_phoenix crowdfunding.justgiving.com/saveourphoenix",neutral
352,@demis_starbucks gossip girl for me,neutral
353,@MickPuck ha...and you think speaking about Xmas music isn't stale......? Although you'd think Starbucks would use it as a distraction,neutral
354,"These guys payme to exercise.Real cash vouchers for Amazon,Starbucks,iTunes & loads more.Start earning now @bountsit pic.twitter.com/GNDDUqBgJD",neutral
355,"Just because they had a drive through in Kettering, we had to go #Starbucks instagram.com/p/_9dd8Uj65w/",neutral
356,The barista in Starbucks keeps pronouncing my name wrong to annoy me omg,negative
357,"These guys payme to exercise.Real cash vouchers for Amazon,Starbucks,iTunes & loads more.Start earning now @bountsit pic.twitter.com/050Ztgk9qj",neutral
358,No #coffee - not humanly possible #NewYearsResolutionIn5Words @StarbucksUK pic.twitter.com/b1HV8n0lR4,neutral
359,happy new year @Starbucks can I get a new year follow? ,positive
360,I'm at @StarbucksUk in Cardiff swarmapp.com/c/lbRq4EvO98r,neutral
361,Last cheeky Starbucks of 2015 with @LauraParratt ,neutral
362,"kik is totally pointless to me all i get is spam messages about getting starbucks, or $50 dollar discounts on amazon",negative
363,"RT @eeinalem: #NowPlaying ""Axe to Grind "" by The Urchins | while I sketch & drink my Starbucks ?? ? spoti.fi/1GsGJKG",neutral
364,Ooo perhaps that'll be a new @StarbucksUK frap flavour @Luckythumb?,neutral
365,Last chance to get your #EdensSupersizedseat pics! Located outside Starbucks till 4pm! Don't forget to share your pics with us,neutral
366,@Scott_Rob98 Free Starbucks 4?? ,neutral
367,Need a starbucks in my life,neutral
368,@symatt I read that as people were watching you in Starbucks! I need to stop and read things properly instead of scrolling by!,neutral
369,Yesssss @starbucksuk...nice touch!! Happy New Year everyone! instagram.com/p/_9cX4kOAhm/,positive
370,"I find it amazing that #Starbucks do all these fancy coffees with flavours, cream, sprinkles etc and yet they don't do decaff tea...",positive
371,@MCPlace @studiodbd @MrRamsbottom @studiomister @StarbucksUK no he's trading as @eat_news,neutral
372,RT @MotherJones: Is Uber ripping off its drivers? The woman who beat Starbucks and FedEx in court says yes mojo.ly/1YNZaqV pic.twitter.com/LYqcp2O3p7,negative
373,RT @MotherJones: Is Uber ripping off its drivers? The woman who beat Starbucks and FedEx in court says yes mojo.ly/1YNZaqV pic.twitter.com/LYqcp2O3p7,negative
374,According to starbucks this is now my name. I just hope Bart has a better time in 2016 than matt did in 2015! pic.twitter.com/3VtuqkDaxq,neutral
375,#Why Starbucks Sold Out of Those $200 Swarovsky Gift Cards ift.tt/1SodRfq pic.twitter.com/omN6tTg7PR,neutral
376,"I'm at @StarbucksUk in City of London, Greater London swarmapp.com/c/gKBe3oXMuKo",neutral
377,@DPBusinessWales @dailypostwales @Starbucks Where can we protest against this ridiculous proposal? Gwynedd or Bangor Council?,neutral
378,@DPBusinessWales @dailypostwales @Starbucks more suitable for a motorway service area than a sensitive town centre and tricky junction,neutral
379,"FINALLY reunited with @ItsOnlyRachel, Starbucks time! pic.twitter.com/iZqAyW2Xlr",neutral
380,Visit to dalton park always ends with a visit to Starbucks!,neutral
381,@WestonLinda6898 and starbucks too ??,neutral
382,North Wales: Drive-thru Starbucks planned for Bangor city centre bit.ly/1Rb49w3 #northwales,neutral
383,The white cups are back.... #starbucks instagram.com/p/_9a1RitT7C/,neutral
384,I SAID MY NAME WAS ZAYN IN STARBUCKS AND THEY ASKED IF I WAS ZAYN MALIK,neutral
385,I SAID MY NAME WAS ZAYN IN STARBUCKS AND THEY ASKED IF I WAS ZAYN MALIKA,neutral
386,At @Starbucks Ipswich. People watching,neutral
387,#Starbucks alone before the mayhem commences #peaceandquiet pic.twitter.com/R0LFt848sN,neutral
388,RT @JazRabadia: @simonredfern @Starbucks thank you Simon - still not properly sunk in! But excited to meet the queen !! #NewYearsHonours #MBE ,positive
389,"Im home from shopping and having a Starbucks!? here was my Starbucks and cookie, it was delicious ?? pic.twitter.com/jhTaMKHmVb",positive
390,Cold and windy Idc I need s Starbucks too,neutral
391,"RT @eeinalem: #NowPlaying ""Axe to Grind "" by The Urchins | while I sketch & drink my Starbucks ?? ? spoti.fi/1GsGJKG",neutral
392,@StarbucksUK still waiting well over 20mins (poss longer)for two drinks in Oswestry Gateway absolute disaster in there today #stillwaiting,neutral
393,Just posted a photo @ Starbucks UK instagram.com/p/_9Zy7pSn-H8T�,neutral
394,@StarbucksUK Caffe Verona is well lush #roastysweet #darkcocoa ??,neutral
395,#Charlie for the win! #starbucks @ Starbucks Chester instagram.com/p/_9ZqfLnI9y/,neutral
396,@sammiessex @StarbucksUK lucky you didn't have one waste of money ,negative
397,Starbucks spelt my name right pic.twitter.com/zoQpC9wzqF,neutral
398,Drive-thru Starbucks planned for Bangor city centre ift.tt/1OmNa9f This proposal is in addition to plans for a drive-thru Starb�,neutral
399,Calvin giving his name as 'Tony' in Starbucks whilst grinning like a naughty school child is and will be my NYE highlight,neutral
400,@CalumMcSwiggan I drink Starbucks daily & calculated how much I spent one day - was moderately horrified,neutral
401,why are so many people taking photos with flash in starbucks it literally looks like fireworks,neutral
402,@gaz4uk Get yourself round the corner to Starbucks!,neutral
403,Starbucks is packed including @Jamiehuwroberts. I am convinced they do not know how to make good coffee! #isitjustme #emperorsnewclothes,neutral
404,RT @CarrieHFletcher: Starbucks Silliness - A few weeks ago I got a welcome email for the Starbucks app despite having had the... tmblr.co/ZjTbOy1_zaouf,neutral
405,RT @lilysoutter: It's #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ?? pic.twitter.com/Yj2yr8zwFm,neutral
406,RT @lilysoutter: It's #Giveaway time! #RT & #Follow us to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp,neutral
407,calling myself Amy at Starbucks to avoid the hassle,negative
408,I've just filled out @MySoCalledChaos' End of Year survey and entered to win a $15 Starbucks Gift card. Yay! mysocalledchaos.com/2015/12/end-of�,positive
409,RT @DPBusinessWales: Coffee giant @Starbucks wants cafe in #bangor city centre bit.ly/1TrQ2S6 pic.twitter.com/98Y2jPTZyi,neutral
410,I'm standing in line for Starbucks wearing my moccasins and grey socks with the British flag in the shape of hearts pic.twitter.com/SKh4r9fyrA,neutral
411,@StarbucksUK Why are ukinfo@starbucks.com ignoring my emails? I've sent two in past month and both have been ignored.,neutral
412,RT @Funnyfact11: The best things in life are free. Concert Tickets: LOL Merch: LOL Food: LOL Internet: LOL Car: LOL Starbucks: LOL Pizza: LOL,positive
413,"@StarbucksUK Where can I buy coffee pods for my Starbucks Coffee machine in Cardiff, I've tried 4 places and they've all stopped???",neutral
414,I liked a @YouTube video youtu.be/1Qy9zWeopKk?a Starbucks #SWAG,neutral
415,Got to love the leg room you get from Northampton city centre Starbucks #luxury instagram.com/p/_9W9lFSCna/,positive
416,"I'm at @StarbucksUk in Mayfair, Greater London swarmapp.com/c/l2Gop2SzMFT",neutral
417,RT @chrisbirrell: A look back at the 14 best 2014 Instagram campaigns - inc. Marc Jacobs #CastMeMarc & Starbucks #WhiteCupContest bit.ly/1PPwA20 #SMM,neutral
418,"RT @1DLittleSecret: Forever my fav pic of Harry (and the famous Starbucks one, of course) -L pic.twitter.com/syHp2RG3oy",neutral
419,RT @ItsFoodPics: Breakfast and Starbucks. pic.twitter.com/xbPn8pK2AX,neutral
420,The only thing I need Starbucks for is a solid cuppa when I�m abroad. But it doesn�t always work out.,neutral
421,Travels brought us to @brainsbrewery #thepumphouse. Are disgusted by the service. When we complained were told Starbucks was down the road.,negative
422,I gave myself the best Christmas present this year (thanks @StarbucksUK) pic.twitter.com/8hLQkXcKW1,positive
423,@sammiibye20 @CostaCoffee @Starbucks I think we should ?,neutral
424,RT @DPBusinessWales: Coffee giant @Starbucks wants cafe in #bangor city centre bit.ly/1TrQ2S6 pic.twitter.com/98Y2jPTZyi,neutral
425,@ Starbucks never take gingerbread lattes off the menu,neutral
426,"I always have such a good expectation of Starbucks food, but it's always overpriced and tastes shitty:/",neutral
427,@lesleyperry49 @StarbucksUK omg I was thinking of having one!! So glad I decided not to!,positive
428,RT @LaurenJaneBee: Surely this isn't the Starbucks strap line?? pic.twitter.com/QEOVclStMP,neutral
429,#Starbucks #London #RedCups ?? pic.twitter.com/PemhGDSVAu,neutral
430,Could really do with an @Starbucks,neutral
431,@JazKHeer @StarbucksUK @Starbucks its dirty water from the machine from not washing their appliances properly.,neutral
432,"Nice in Bristol Golf ? Centre, Hambrook for a Starbucks.. Big sale on clothing at present for any Bristol Golfers.. pic.twitter.com/KoP1sTe1NT",positive
433,The blenders in Starbucks are broken so no Frappuccinos & I can hear the disappointment in every white girls voice as her order is declined,negative
434,Nice Winter Jumper and a Starbucks Eggnog Latte! CHRISTMAS IS NOT OVER! I REFUSE TO BELIEVE IT!,positive
435,Doing my nails in #starbucks LIVING THAT DREAM,neutral
436,.@DanielleGersh agrees - the Holiday Spice Flat White top @Starbucks holiday beverage choice in New England pic.twitter.com/y9NQmIgde3,neutral
437,RT @AuthorAkansha: @Starbucks Wish you a very #GoodMorning Have a blessed day! pic.twitter.com/zmDi5hVKgB,neutral
438,"We've had tall meaning small in @Starbucks, we've had M meaning medium and now we have this!! pic.twitter.com/uDid6ZRJNM",neutral
439,RT @QueenNeyde: When its not starbucks... pic.twitter.com/ZO9L9ee9eK,neutral
440,"@revkatebottley thanks for retweet for #autismWrexham last month, they won �1000 funding from #redcupcheer",neutral
441,However lame it may be it was lovely to drink eggnog latte @StarbucksUK on a last walk of 2015 #newChristmastradition,positive
442,I'm at Starbucks in Hertfordshire swarmapp.com/c/hbYMdOCulNK,neutral
443,"RT @WrexhamNAS: WE WON �1000 #RedCupCheer, thank you everyone for your help and to @StarbucksUK @SbuxWrexham @Starbxrhos @nbrlyuk pic.twitter.com/W2gj1S1AdR",positive
444,I dont like going to town. I dont like seeing people. I go for the starbucks #espressofrap ,neutral
445,@400in365 @JennaMccallion Good luck Mark great to finally meet you think you have earned a Starbucks this morning. ,neutral
446,RT @lilysoutter: It's #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ?? pic.twitter.com/Yj2yr8zwFm,neutral
447,Not telling Starbucks my name.. #NewYearsResolutionIn5Words,neutral
448,RT @lilysoutter: It's #Giveaway time! Just #RT & #Follow us for a chance to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp ?? pic.twitter.com/Yj2yr8zwFm,neutral
449,@hayerlily if its the Starbucks near the big boots at trinity I swear the password is like 3424???,neutral
450,@kloe0112 @CostaCoffee @Starbucks I think we should give them ago and see ??,neutral
451,"RT @WrexhamNAS: WE WON �1000 #RedCupCheer, thank you everyone for your help and to @StarbucksUK @SbuxWrexham @Starbxrhos @nbrlyuk pic.twitter.com/W2gj1S1AdR",positive
452,I've just had a horrific moment of realisation in the middle of Starbucks. The design I'm working on looks like rows of many vaginas.,negative
453,The toffee nut lattes was so disgusting today in @StarbucksUK that me and my daughter both had to leave them! Waste of �6.50 ,negative
454,"Got bucks! (at @StarbucksUk in Horwich, Lancashire) swarmapp.com/c/7wMexNYwa3i",neutral
455,Starbucks is so tumblr I hate it,negative
456,RT @lilysoutter: It's #Giveaway time! #RT & #Follow us to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp,neutral
457,"Sooooo many people! Time for a rest bite (at @StarbucksUk in London, Greater London) swarmapp.com/c/9JHozxKYZ20",neutral
458,RT @lilysoutter: It's #Giveaway time! #RT & #Follow us to #Win this Starbucks voucher! Ends Mon 4th Jan #Comp pic.twitter.com/B5XvG21VZU hqmf,neutral
459,"I'm at Starbucks in Birmingham, AL swarmapp.com/c/hrInKQZvzWL",neutral
460,"Apart from a salad, all I've eaten today is absolute junk - a muffin, Starbucks hot chocolate & half a chocolate orange ",negative
461,"WE WON �1000 #RedCupCheer, thank you everyone for your help and to @StarbucksUK @SbuxWrexham @Starbxrhos @nbrlyuk pic.twitter.com/W2gj1S1AdR",positive
462,"In Starbucks, trying out #periscope with @jurij_vlasov #broadcast #starbucksUK #starbuckslovers� instagram.com/p/_9SW12oUH-/",positive
463,"WE WON �1000 in the #RedCupCheer challenge, thank you everyone for your help and to @StarbucksUK @SbuxWrexham @Starbxrhos @nbrlyuk #wrexham",positive
464,Gutted @StarbucksUK in Braehead have ran out of Toffee Nut lattes. Oh well. I�ll just have to get a coffee at @krispykremeUK instead,neutral
465,@StephenMyler apologies for gate crashing cards @Starbucks but ur great player happy new year,neutral
466,"Thank you to everyone who helped us win �1000 in the Starbucks UK #RedCupCheer challenge. YES, WE WON , we are... fb.me/4t8trj4lw",positive
467,RT @EnglishSimmer: Using your Starbucks to warm up your knees thanks to the holes in your jeans #basicbitch,neutral
468,When your best friends deliver Starbucks to your house ???? @RebeMal,neutral
469,@natalie_blitt @heidiheilig Especially with dark chocolate on the bottom. Okay. I'm in Starbucks. Time to scout the baking counter.,neutral
470,RT @EnglishSimmer: Using your Starbucks to warm up your knees thanks to the holes in your jeans #basicbitch,neutral
471,"RT @MajesticOakley: nothing better than getting a free Starbucks, I love Starbucks rewards",positive
472,"nothing better than getting a free Starbucks, I love Starbucks rewards",positive
473,RT @CarrieHFletcher: Starbucks Silliness - A few weeks ago I got a welcome email for the Starbucks app despite having had the... tmblr.co/ZjTbOy1_zaouf,neutral
474,20 minute wait for a burnt flat white at Starbucks McArthur Glen...,neutral
475,lonely starbucks lovers,neutral
476,RT @CarrieHFletcher: Starbucks Silliness - A few weeks ago I got a welcome email for the Starbucks app despite having had the... tmblr.co/ZjTbOy1_zaouf,neutral
477,RT @CarrieHFletcher: Starbucks Silliness - A few weeks ago I got a welcome email for the Starbucks app despite having had the... tmblr.co/ZjTbOy1_zaouf,neutral
478,Starbucks Silliness - A few weeks ago I got a welcome email for the Starbucks app despite having had the... tmblr.co/ZjTbOy1_zaouf,neutral
479,@Mkiya307 starbucks or costa,neutral
480,I'm in Starbucks with wi-fi!!!!!,neutral
481,#Starbucks has officially launched an online store in China on #Alibaba�s Tmall #payments pymnts.com/news/2015/star�,neutral
482,"Got my Starbucks in a normal, non red cup; guess that means Christmas is really over ",neutral
483,"tbh i preferred the ""Starbucks lovers"" line @taylorswift13 fix it",neutral
484,"No I can't believe it either (@ Starbucks in Maidstone, Kent) swarmapp.com/c/l1amJNp75bj",negative
485,"Now the day catching up with my girl, starbucks and shopping @ellieruanexo",neutral
486,I bet people who work at Starbucks think.. �Fucking tired of these kids coming in here and taking pictures of their coffee�,neutral
487,#Starbucks in Sittingbourne is real!! It's really happened! #redcup instagram.com/p/_9Qc3hjtQ7/,neutral
488,"On The Run is a madness these days. Petrol, Spar, Subway, Starbucks & Greggs ",neutral
489,Coffee it is. Wish I lived next door to @StarbucksUK,neutral
490,"RT @factyfactz: A Starbucks grande coffee has 320 milligrams of caffeine, over 4x the amount of caffeine in a Red Bull.",neutral
491,@xoRuu_ have u had ur Starbucks yet,neutral
492,RT @mjanetmars: It's a very Starbucks-y tactic of monopolizing independent music by injecting major-label-funded artists in smaller markets. @jarod_frye,neutral
493,@NishaKatona @Mowglistfood Why have you compared this to Starbucks..? Like its even a comparison. I know which I'd rather..,neutral
494,My Best friend ?? #Starbucks #freindshipgoals instagram.com/p/_9P62Vtlp6/,neutral
495,RT @laurenxcox: @milliestewart_ when I'm home I'll take u to Starbucks nd to get your eyebrows done :)))),neutral
